KOD_DIAGNOZY,NAZOV_DIAGNOZY,DOPLNUJUCE_INFO
G37.5,Koncentrická skleróza centrálnej nervovej sústavy [Balóova choroba],
G37.8,"Iná demyelinizačná choroba centrálnej nervovej sústavy, bližšie určená",Akútna demyelinizačná encefalomyelitída  [ADEM]
G37.9,"Demyelinizačná choroba centrálnej nervovej sústavy, bližšie neurčená",
G40.-,Epilepsia,"Nepatria sem:  
Kŕče, bližšie neurčené (R56.8) 
Záchvat kŕčov, bližšie neurčený (R56.8) 
Landauov-Kleffnerov syndróm (F80.3) 
Status epilepticus (G41.-) 
Toddova paralýza (G83.88)"
G40.0-,Lokalizovaná (fokálna) (parciálna) idiopatická epilepsia a epileptický syndróm s fokálne začínajúcimi záchvatmi,
G40.00,Pseudo-Lennoxov syndróm,Benígna atypická epilepsia
G40.01,Syndróm so sústavnými hrotmi a vlnami počas pomalého spánku [CSWS syndróm],"Bioelektrický status epilepticus v spánku 
ESES [Elektrický status epilepticus počas pomalého spánku ] "
G40.02,Benígna psychomotorická epilepsia,Benígna parciálna epilepsia s afektívnymi príznakmi
M02.33,"Reiterova choroba predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M02.34,"Reiterova choroba ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M02.35,"Reiterova choroba panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M02.36,"Reiterova choroba predkolenia (ihlica, píšťala, kolenný kĺb)",
M02.37,"Reiterova choroba členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M02.38,"Reiterova choroba na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M02.39,"Reiterova choroba, miesto bližšie neurčené",
M02.8-,Iná reaktívna artritída,
M02.80,"Iná reaktívna artritída, na viacerých miestach",
M02.81,"Iná reaktívna artritída, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M02.82,"Iná reaktívna artritída, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M02.83,"Iná reaktívna artritída, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M02.84,"Iná reaktívna artritída, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M02.85,"Iná reaktívna artritída, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M02.86,"Iná reaktívna artritída, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M02.87,"Iná reaktívna artritída, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M02.88,"Iná reaktívna artritída, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M02.89,"Iná reaktívna artritída, miesto bližšie neurčené",
M02.9-,"Reaktívna artritída, bližšie neurčená",
M02.90,"Reaktívna artritída, bližšie neurčená, na viacerých miestach",
M02.91,"Reaktívna artritída, bližšie neurčená, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M02.92,"Reaktívna artritída, bližšie neurčená, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M02.93,"Reaktívna artritída, bližšie neurčená, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M02.94,"Reaktívna artritída, bližšie neurčená: (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M02.95,"Reaktívna artritída, bližšie neurčená, v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M02.96,"Reaktívna artritída, bližšie neurčená, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M02.97,"Reaktívna artritída, bližšie neurčená, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M02.98,"Reaktívna artritída, bližšie neurčená, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M02.99,"Reaktívna artritída, bližšie neurčená, miesto bližšie neurčené",
M03.-*,Poinfekčná a reaktívna artritída pri chorobách zatriedených inde,"Nepatria sem:  
Priame infekcie kĺbu pri infekčných a parazitových chorobách zatriedených inde (M01.-*)"
M03.0-*,Artritída po meningokokovej infekcii (A39.8†),"Nepatrí sem:  
Artritída zapríčinená meningokokmi (M01.0-*)"
M03.00*,"Artritída po meningokokovej infekcii, na viacerých miestach (A39.8†)",
M03.01*,"Artritída po meningokokovej infekcii, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb) (A39.8†)",
M03.02*,"Artritída po meningokokovej infekcii, v oblasti nadlaktia (ramenná kosť, lakťový kĺb) (A39.8†)",
M03.03*,"Artritída po meningokokovej infekcii, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb) (A39.8†)",
M03.04*,"Artritída po meningokokovej infekcii, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami) (A39.8†)",
M03.05*,"Artritída po meningokokovej infekcii, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb) (A39.8†)",
M03.06*,"Artritída po meningokokovej infekcii, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb) (A39.8†)",
M03.07*,"Artritída po meningokokovej infekcii, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy) (A39.8†)",
M03.08*,"Artritída po meningokokovej infekcii, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica) (A39.8†)",
M03.09*,"Artritída po meningokokovej infekcii, miesto bližšie neurčené (A39.8†)",
M03.1-*,Poinfekčná artritída pri syfilise,"Cluttonove kĺby (A50.5†) 
Nepatrí sem:  
Neuropatická artropatia (M14.6*)"
M03.10*,"Poinfekčná artritída pri syfilise, na viacerých miestach",
M03.11*,"Poinfekčná artritída pri syfilise, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M03.12*,"Poinfekčná artritída pri syfilise, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M03.13*,"Poinfekčná artritída pri syfilise, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M03.14*,"Poinfekčná artritída pri syfilise, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M03.15*,"Poinfekčná artritída pri syfilise: v panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M03.16*,"Poinfekčná artritída pri syfilise, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M03.17*,"Poinfekčná artritída pri syfilise, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M03.18*,"Poinfekčná artritída pri syfilise, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M03.19*,"Poinfekčná artritída pri syfilise, miesto bližšie neurčené",
M03.2-*,Iné poinfekčné artritídy pri chorobách zatriedených inde,"Poinfekčné artropatie:  
• pri enteritíde vyvolanej Yersinia enterocolitica (A04.6†) 
• pri vírusovej hepatitíde (B15 – B19†) 
Nepatria sem:  
Artritídy zapríčinené vírusmi (M01.4-*, M01.5-*)"
M03.20*,"Iné poinfekčné artritídy pri chorobách zatriedených inde, na viacerých miestach",
M03.21*,"Iné poinfekčné artritídy pri chorobách zatriedených inde, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M03.22*,"Iné poinfekčné artritídy pri chorobách zatriedených inde, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M24.00,Voľné teleso v kĺbe na viacerých miestach,
M24.01,"Voľné teleso v kĺbe v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M24.02,"Voľné teleso v kĺbe nadlaktia (ramenná kosť, lakťový kĺb)",
M24.03,"Voľné teleso v kĺbe predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M24.04,"Voľné teleso v kĺbe ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M24.05,"Voľné teleso v kĺbe panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M24.07,"Voľné teleso v kĺbe členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M24.08,"Voľné teleso v kĺbe na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M24.09,"Voľné teleso v kĺbe, miesto bližšie neurčené",
M24.1-,Iné poškodenie kĺbovej chrupky,"Nepatrí sem:  
Vnútorná porucha kolenného kĺbu (M23.-) 
Chondrokalcinóza (M11.1 – M11.2) 
Metastatické zvápenatenie (E83.58) 
Ochronóza (E70.2)"
M24.10,Iné poškodenie kĺbovej chrupky na viacerých miestach,
M24.11,"Iné poškodenie kĺbovej chrupky v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M24.12,"Iné poškodenie kĺbovej chrupky nadlaktia (ramenná kosť, lakťový kĺb)",
M24.13,"Iné poškodenie kĺbovej chrupky predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M24.14,"Iné poškodenie kĺbovej chrupky ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M24.15,"Iné poškodenie kĺbovej chrupky panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M24.17,"Iné poškodenie kĺbovej chrupky členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M24.18,"Iné poškodenie kĺbovej chrupky na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M24.19,"Iné poškodenie kĺbovej chrupky, miesto bližšie neurčené",
M24.2-,Choroby väzov,"Ochabnutosť väzov, bližšie neurčená  
Sekundárna instabilita po starom poranení väzu 
Nepatrí sem:  
Familiárna ochabnutosť väzov (M35.7) 
Kolenný kĺb (M23.5 – M23.8)"
M24.20,Choroby väzov na viacerých miestach,
M24.21,"Choroby väzov v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M24.22,"Choroby väzov nadlaktia (ramenná kosť, lakťový kĺb)",
M24.23,"Choroby väzov predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M24.24,"Choroby väzov ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M24.25,"Choroby väzov panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M24.27,"Choroby väzov členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M24.28,"Choroby väzov na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M24.29,"Choroby väzov, miesto bližšie neurčené",
M24.3-,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde","Nepatrí sem:  
Luxácia a subluxácia:  
• akútne poranenie – pozri poranenie kĺbov a väzov podľa oblastí tela 
• vrodené – pozri vrodené poruchy a deformity svalovo-kostrovej sústavy (Q65 – Q79) 
• opakujúca sa (habituálna) luxácia a subluxácia kĺbu (M24.4-)"
M24.30,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, na viacerých miestach",
M24.31,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M24.32,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti nadlaktia (ramenná kosť, lakťový kĺb)",
M24.33,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M24.34,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M24.35,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti panvy a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M24.36,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti predkolenia (ihlica, píšťala, kolenný kĺb)",
M24.37,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, v oblasti členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M24.38,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M24.39,"Patologická luxácia a subluxácia kĺbu, nezatriedená inde, miesto bližšie neurčené",
M24.4-,Habituálna luxácia a subluxácia kĺbu,"Nepatrí sem:  
Habituálna luxácia a subluxácia jabĺčka [pately] (M22.0 – M22.1) 
Subluxácia stavca (M43.3 – M43.5)"
M24.40,Habituálna luxácia a subluxácia kĺbu na viacerých miestach,
M24.41,"Habituálna luxácia a subluxácia kĺbu v oblasti pleca (kľúčna kosť, lopatka, akromioklavikulárny, ramenný, sternoklavikulárny kĺb)",
M24.42,"Habituálna luxácia a subluxácia kĺbu nadlaktia (ramenná kosť, lakťový kĺb)",
M24.43,"Habituálna luxácia a subluxácia kĺbu predlaktia (lakťová kosť, vretenná kosť, zápästný kĺb)",
M24.44,"Habituálna luxácia a subluxácia kĺbu ruky (zápästie, záprstie, prsty, kĺby medzi týmito kosťami)",
M24.45,"Habituálna luxácia a subluxácia kĺbu panvovej oblasti a stehna (panva, stehnová kosť, zadok, bedro, bedrový kĺb, sakroiliakálny kĺb)",
M24.46,"Habituálna luxácia a subluxácia kĺbu predkolenia (ihlica, píšťala, kolenný kĺb)",
M24.47,"Habituálna luxácia a subluxácia kĺbu členka a nohy (predpriehlavok, priehlavok, prsty nohy, členkový kĺb, iné kĺby nohy)",
M24.48,"Habituálna luxácia a subluxácia kĺbu na inom mieste (hlava, krk, rebrá, lebka, trup, chrbtica)",
M24.49,"Habituálna luxácia a subluxácia kĺbu, miesto bližšie neurčené",
F73.-,Hlboká duševná zaostalosť," IQ je pod 20 (u dospelých, mentálny vek menej ako 3 roky). Výsledkom bude pravdepodobne závažné obmedzenie samostatnosti, kontinencie, komunikácie a pohyblivosti. 
Patrí sem:  
Hlboké (najťažšie) duševné postihnutie"
F73.0,Hlboká duševná zaostalosť bez poruchy správania alebo s minimálnou poruchou správania,
F73.1,Hlboká duševná zaostalosť s významnou poruchou správania a s potrebou pozorovania alebo liečby,
F73.8,Hlboká duševná zaostalosť s inou poruchou správania,
F73.9,Hlboká duševná zaostalosť bez údaja o poruche správania,
F74.-,Disociácia inteligencie,Jasný rozdiel (aspoň 15 IQ bodov) medzi jazykovým a výkonnostným IQ
F74.0,Disociácia inteligencie bez poruchy správania alebo s minimálnou poruchou,
F74.1,Disociácia inteligencie s významnou poruchou správania a s potrebou pozorovania alebo liečby,
F74.8,Disociácia inteligencie s inou poruchou správania,
F74.9,"Disociácia inteligencie, bez udania poruchy správania",
F78.-,Iná duševná zaostalosť,"Táto kategória by sa mala použiť, ak je použitie štandardných inteligenčných testov veľmi ťažké alebo nemožné pre zmyslové alebo telesné postihnutie, ako napríklad slepota, hluchonemosť, ťažké poruchy správania alebo fyzické postihnutie"
F78.0,Iná duševná zaostalosť bez poruchy správania alebo s minimálnou poruchou správania,
F78.1,Iná duševná zaostalosť s významnou poruchou správania a s potrebou pozorovania alebo liečby,
F78.8,Iná duševná zaostalosť s inou poruchou správania,
F78.9,"Iná duševná zaostalosť, bez údaja o poruche správania",
F79.-,"Duševná zaostalosť, bližšie neurčená","Informácie nie sú dostačujúce na zatriedenie mentálnej retardácie do jednej z vyššie uvedených kategórií. 
Patrí sem:  
Psychické(ý):  
• postihnutie, bližšie neurčené 
• deficit, bližšie neurčený"
F79.0,"Duševná zaostalosť bližšie neurčená, bez poruchy správania alebo s minimálnou poruchou správania",
F79.1,"Duševná zaostalosť bližšie neurčená, s významnou poruchou správania a s potrebou pozorovania alebo liečby",
F79.8,"Duševná zaostalosť bližšie neurčená, s inou poruchou správania",
F79.9,"Duševná zaostalosť bližšie neurčená, bez údaja o poruche správania",
F80.-,Špecifická vývinová porucha reči a jazyka,"Ide o poruchy, pri ktorých je narušené normálne osvojovanie jazyka od skorých štádií vývinu. Poruchy nemožno pripísať priamo neurologickým abnormalitám, ani odchýlkam jazykových mechanizmov, poškodeniam senzória, duševnej zaostalosti alebo faktorom prostredia. Špecifické poruchy vývinu reči a jazyka majú často za následok pridružené odchýlky, napr. ťažkosti pri čítaní a písaní, v medziľudských vzťahoch a poruchy emócií a správania. "
F80.0,Špecifická porucha artikulácie,"Špecifická vývinová porucha, pri ktorej je používanie zvukov reči pod úrovňou mentálneho veku dieťaťa, ale pri ktorej  je normálna úroveň jazykových schopností.  
Dyslália  
Vývinová porucha artikulácie reči    
Funkčná porucha artikulácie reči 
Bľabotanie 
Vývinová fonologická porucha 
Nepatrí sem:  
Zhoršenie artikulácie reči:  
• pri afázii, bližšie neurčenej (R47.0) 
•  pri apraxii (R48.2) 
• s expresívnou poruchou vývinu jazyka (F80.1) 
• s receptívnou poruchou vývinu jazyka (F80.1) 
• pri poruche sluchu (H90-H91) 
• pri mentálnej retardácii (F70 - F79)"
